,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff,today
13622,TSM,2021/07/16,$851.00K,105.0,114.46,2021/03/10 23:57,20210310,Put,851.0,127,126
13623,TSM,2021/07/16,$2.05M,125.0,114.46,2021/03/10 23:57,20210310,Put,2050.0,127,126
13624,UAL,2021/03/19,$560.00K,52.5,53.12,2021/03/10 23:54,20210310,Call,560.0,8,7
13625,NNDM,2021/12/17,$330.00K,12.5,9.37,2021/03/10 23:53,20210310,Call,330.0,281,280
13626,FUBO,2021/08/20,$1.44M,45.0,30.49,2021/03/10 23:52,20210310,Call,1440.0,162,161
13627,SU,2021/03/19,$135.00K,21.0,22.15,2021/03/10 23:52,20210310,Call,135.0,8,7
13628,ERIC,2023/01/20,$88.67K,22.0,12.65,2021/03/10 23:52,20210310,Call,88.67,680,679
13629,SNOW,2021/08/20,$2.35M,200.0,224.95,2021/03/10 23:50,20210310,Put,2350.0,162,161
13630,LVS,2021/04/16,$141.00K,70.0,62.18,2021/03/10 23:50,20210310,Call,141.0,36,35
13631,ERIC,2023/01/20,$98.27K,22.0,12.66,2021/03/10 23:50,20210310,Call,98.27,680,679
13632,VIPS,2021/04/01,$187.50K,37.0,41.51,2021/03/10 23:45,20210310,Put,187.5,21,20
13633,MRVL,2021/04/16,$293.40K,49.0,44.34,2021/03/10 23:44,20210310,Call,293.4,36,35
13634,ETM,2021/06/18,$143.00K,7.0,5.73,2021/03/10 23:44,20210310,Call,143.0,99,98
13635,SNAP,2021/06/18,$612.04K,45.0,56.37,2021/03/10 23:43,20210310,Put,612.04,99,98
13636,SNAP,2021/06/18,$1.69M,45.0,56.17,2021/03/10 23:43,20210310,Put,1690.0,99,98
13637,SNAP,2021/06/18,$434.38K,45.0,56.16,2021/03/10 23:43,20210310,Put,434.38,99,98
13638,PLTR,2021/05/21,$274.92K,20.0,25.01,2021/03/10 23:42,20210310,Put,274.92,71,70
13639,PLTR,2021/08/20,$565.50K,20.0,25.01,2021/03/10 23:42,20210310,Put,565.5,162,161
13640,PLTR,2021/05/21,$1.07M,28.0,25.01,2021/03/10 23:42,20210310,Put,1070.0,71,70
13641,OPEN,2021/03/19,$260.25K,23.0,22.82,2021/03/10 23:40,20210310,Call,260.25,8,7
13642,FUBO,2021/05/21,$1.35M,35.0,30.29,2021/03/10 23:40,20210310,Call,1350.0,71,70
13643,VAPO,2021/07/16,$458.00K,25.0,25.8,2021/03/10 23:40,20210310,Put,458.0,127,126
13644,VAPO,2021/03/19,$515.25K,30.0,25.8,2021/03/10 23:40,20210310,Put,515.25,8,7
13645,SNAP,2021/06/18,$401.63K,45.0,55.85,2021/03/10 23:40,20210310,Put,401.63,99,98
13646,UBER,2021/03/19,$387.09K,55.0,57.18,2021/03/10 23:39,20210310,Call,387.09,8,7
13647,BBY,2021/09/17,$780.00K,100.0,108.53,2021/03/10 23:35,20210310,Put,780.0,190,189
13648,AAL,2021/03/19,$64.00K,21.0,21.64,2021/03/10 23:35,20210310,Put,64.0,8,7
13649,DELL,2021/03/19,$455.00K,87.5,87.4,2021/03/10 23:35,20210310,Call,455.0,8,7
13650,DELL,2021/04/16,$330.00K,95.0,87.4,2021/03/10 23:35,20210310,Call,330.0,36,35
13651,UNVR,2021/09/17,$244.00K,25.0,20.53,2021/03/10 23:33,20210310,Call,244.0,190,189
13652,UNVR,2021/09/17,$64.00K,30.0,20.53,2021/03/10 23:33,20210310,Call,64.0,190,189
13653,GME,2021/07/16,$1.75M,40.0,286.9,2021/03/10 23:33,20210310,Put,1750.0,127,126
13654,GME,2021/07/16,$1.92M,50.0,287.28,2021/03/10 23:33,20210310,Put,1920.0,127,126
13655,CCIV,2021/04/16,$1.68M,35.0,25.41,2021/03/10 23:32,20210310,Put,1680.0,36,35
13656,CCIV,2021/04/16,$3.73M,50.0,25.41,2021/03/10 23:32,20210310,Put,3730.0,36,35
13657,CSCO,2021/04/16,$7.59K,60.0,48.29,2021/03/10 23:30,20210310,Call,7.59,36,35
13658,SONO,2021/03/19,$112.22K,40.0,38.94,2021/03/10 23:29,20210310,Call,112.22,8,7
13659,PBR,2021/03/19,$60.00K,8.0,7.59,2021/03/10 23:29,20210310,Put,60.0,8,7
13660,NEM,2021/05/21,$456.40K,55.0,58.17,2021/03/10 23:28,20210310,Put,456.4,71,70
13661,VIAC,2021/03/19,$69.80K,57.5,80.38,2021/03/10 23:28,20210310,Put,69.8,8,7
13662,PYPL,2021/05/21,$5.67M,270.0,244.69,2021/03/10 23:27,20210310,Call,5670.0,71,70
13663,VIH,2021/08/20,$151.10K,20.0,14.58,2021/03/10 23:27,20210310,Call,151.1,162,161
13664,VALE,2023/01/20,$581.63K,15.0,16.81,2021/03/10 23:24,20210310,Put,581.63,680,679
13665,RIDE,2021/07/16,$571.58K,20.0,17.38,2021/03/10 23:24,20210310,Call,571.58,127,126
13666,AZUL,2021/08/20,$266.00K,25.0,19.43,2021/03/10 23:23,20210310,Call,266.0,162,161
13667,PLTR,2021/03/19,$68.76K,28.0,25.43,2021/03/10 23:23,20210310,Call,68.76,8,7
13668,GMBL,2021/04/16,$590.03K,10.0,15.41,2021/03/10 23:22,20210310,Call,590.03,36,35
13669,ETSY,2021/03/19,$2.61M,205.0,210.74,2021/03/10 23:22,20210310,Call,2610.0,8,7
13670,ETSY,2021/03/19,$3.93M,205.0,210.74,2021/03/10 23:22,20210310,Call,3930.0,8,7
13671,AMC,2021/03/19,$53.63K,30.0,12.1,2021/03/10 23:20,20210310,Call,53.63,8,7
13672,IVR,2021/04/16,$68.40K,4.0,3.8,2021/03/10 23:20,20210310,Call,68.4,36,35
13673,IVR,2021/03/19,$18.00K,4.5,3.8,2021/03/10 23:20,20210310,Call,18.0,8,7
13674,SBUX,2022/01/21,$1.79M,100.0,108.49,2021/03/10 23:20,20210310,Put,1790.0,316,315
13675,SFT,2021/04/16,$85.80K,7.5,8.49,2021/03/10 23:19,20210310,Put,85.8,36,35
13676,SFT,2021/04/16,$91.00K,10.0,8.49,2021/03/10 23:19,20210310,Call,91.0,36,35
13677,OXY,2021/04/16,$415.93K,29.0,29.37,2021/03/10 23:19,20210310,Call,415.93,36,35
13678,SNDL,2021/04/16,$15.00K,4.0,1.39,2021/03/10 23:18,20210310,Call,15.0,36,35
13679,DKNG,2021/05/21,$607.50K,80.0,67.82,2021/03/10 23:18,20210310,Call,607.5,71,70
13680,SNDL,2021/04/16,$53.85K,4.0,1.39,2021/03/10 23:18,20210310,Call,53.85,36,35
13681,TLRY,2021/03/19,$28.65K,70.0,25.82,2021/03/10 23:17,20210310,Call,28.65,8,7
13682,OXY,2021/04/16,$43.09K,40.0,29.35,2021/03/10 23:17,20210310,Call,43.09,36,35
13683,GOEV,2021/03/19,$41.76K,17.5,13.46,2021/03/10 23:17,20210310,Call,41.76,8,7
13684,BLMN,2021/03/19,$120.00K,25.0,26.42,2021/03/10 23:16,20210310,Put,120.0,8,7
13685,TPX,2021/06/18,$220.00K,40.0,36.84,2021/03/10 23:16,20210310,Call,220.0,99,98
13686,ET,2021/04/16,$83.70K,9.0,8.28,2021/03/10 23:16,20210310,Call,83.7,36,35
13687,WDC,2021/04/16,$359.51K,75.0,68.74,2021/03/10 23:16,20210310,Call,359.51,36,35
13688,ET,2021/04/16,$79.12K,9.0,8.25,2021/03/10 23:15,20210310,Call,79.12,36,35
13689,BZH,2021/03/19,$155.51K,20.0,21.27,2021/03/10 23:15,20210310,Call,155.51,8,7
13690,DKNG,2021/03/19,$581.00K,63.0,67.93,2021/03/10 23:15,20210310,Call,581.0,8,7
13691,PFE,2022/09/16,$877.45K,35.0,34.69,2021/03/10 23:14,20210310,Call,877.45,554,553
13692,FCEL,2021/03/19,$3.40M,15.0,16.99,2021/03/10 23:08,20210310,Call,3400.0,8,7
13693,PLTR,2021/04/16,$593.73K,23.0,25.89,2021/03/10 23:08,20210310,Put,593.73,36,35
13694,PLTR,2021/04/16,$941.90K,25.0,25.89,2021/03/10 23:08,20210310,Put,941.9,36,35
13695,X,2021/04/16,$58.00K,17.0,21.08,2021/03/10 23:06,20210310,Put,58.0,36,35
13696,TGT,2021/04/16,$153.00K,200.0,180.27,2021/03/10 23:06,20210310,Call,153.0,36,35
13697,FCEL,2021/03/19,$290.00K,15.0,17.04,2021/03/10 23:06,20210310,Call,290.0,8,7
13698,GOEV,2021/04/16,$251.94K,15.0,13.17,2021/03/10 23:05,20210310,Call,251.94,36,35
13699,MU,2021/03/19,$515.58K,90.0,88.81,2021/03/10 23:05,20210310,Call,515.58,8,7
13700,FCEL,2021/03/19,$422.06K,15.0,16.9,2021/03/10 23:03,20210310,Call,422.06,8,7
13701,FCEL,2021/03/19,$336.10K,15.0,17.15,2021/03/10 23:02,20210310,Call,336.1,8,7
13702,FCEL,2021/03/19,$316.21K,16.5,17.31,2021/03/10 23:02,20210310,Call,316.21,8,7
13703,BHC,2021/04/16,$145.00K,35.0,34.1,2021/03/10 22:58,20210310,Call,145.0,36,35
13704,CAN,2021/04/16,$1.74M,25.0,29.63,2021/03/10 22:58,20210310,Call,1740.0,36,35
13705,DKNG,2021/03/19,$75.00K,75.0,66.97,2021/03/10 22:58,20210310,Call,75.0,8,7
13706,SENS,2022/01/21,$269.22K,10.0,3.39,2021/03/10 22:56,20210310,Call,269.22,316,315
13707,UBER,2021/06/18,$565.00K,60.0,57.53,2021/03/10 22:56,20210310,Call,565.0,99,98
13708,SLM,2021/03/19,$187.00K,20.0,16.38,2021/03/10 22:55,20210310,Call,187.0,8,7
13709,SLM,2021/03/19,$6.54M,20.0,16.38,2021/03/10 22:55,20210310,Put,6540.0,8,7
13710,WDC,2021/04/16,$400.00K,70.0,68.66,2021/03/10 22:54,20210310,Call,400.0,36,35
13711,OXY,2021/03/19,$76.00K,26.0,28.91,2021/03/10 22:53,20210310,Put,76.0,8,7
13712,SENS,2022/01/21,$150.36K,10.0,3.33,2021/03/10 22:53,20210310,Call,150.36,316,315
13713,SENS,2023/01/20,$210.00K,10.0,3.35,2021/03/10 22:53,20210310,Call,210.0,680,679
13714,XOM,2021/04/16,$11.80M,37.5,60.58,2021/03/10 22:50,20210310,Call,11800.0,36,35
13715,PBI,2022/01/21,$515.10K,5.0,9.5,2021/03/10 22:50,20210310,Call,515.1,316,315
13716,BTWN,2021/04/16,$75.00K,15.0,12.75,2021/03/10 22:50,20210310,Call,75.0,36,35
13717,TUP,2021/04/16,$350.49K,27.0,25.14,2021/03/10 22:49,20210310,Put,350.49,36,35
13718,PFE,2022/01/21,$561.19K,35.0,34.56,2021/03/10 22:48,20210310,Call,561.19,316,315
13719,MGNX,2021/06/18,$630.00K,35.0,27.31,2021/03/10 22:48,20210310,Call,630.0,99,98
13720,MGNX,2021/05/21,$330.00K,35.0,27.31,2021/03/10 22:48,20210310,Call,330.0,71,70
13721,AAL,2021/06/18,$323.02K,25.0,22.35,2021/03/10 22:47,20210310,Call,323.02,99,98
13722,JD,2021/06/18,$1.78M,82.5,90.85,2021/03/10 22:47,20210310,Put,1780.0,99,98
13723,ETM,2021/06/18,$149.50K,7.0,5.97,2021/03/10 22:46,20210310,Call,149.5,99,98
13724,JNJ,2021/04/16,$227.08K,165.0,157.61,2021/03/10 22:46,20210310,Call,227.08,36,35
13725,JNJ,2021/04/16,$194.64K,170.0,157.61,2021/03/10 22:46,20210310,Call,194.64,36,35
13726,AAL,2021/04/01,$293.63K,21.0,22.4,2021/03/10 22:46,20210310,Call,293.63,21,20
13727,TJX,2021/04/09,$114.00K,61.0,65.65,2021/03/10 22:43,20210310,Put,114.0,29,28
13728,AJAX,2021/08/20,$119.46K,15.0,10.51,2021/03/10 22:43,20210310,Call,119.46,162,161
13729,CSCO,2021/03/19,$21.74K,51.5,48.76,2021/03/10 22:40,20210310,Call,21.74,8,7
13730,GME,2021/07/16,$1.50K,0.5,283.67,2021/03/10 22:39,20210310,Put,1.5,127,126
13731,ETM,2021/06/18,$189.00K,6.0,5.77,2021/03/10 22:39,20210310,Call,189.0,99,98
13732,OXY,2021/03/19,$10.00K,22.0,29.31,2021/03/10 22:38,20210310,Put,10.0,8,7
13733,OXY,2021/03/19,$62.00K,26.0,29.31,2021/03/10 22:38,20210310,Put,62.0,8,7
13734,XPEV,2021/03/19,$52.72K,26.0,31.48,2021/03/10 22:37,20210310,Put,52.72,8,7
13735,AJAX,2021/08/20,$85.62K,15.0,10.55,2021/03/10 22:36,20210310,Call,85.62,162,161
13736,SPCE,2021/03/19,$275.82K,34.0,32.89,2021/03/10 22:36,20210310,Call,275.82,8,7
13737,AAL,2021/05/21,$47.04K,15.0,22.11,2021/03/10 22:36,20210310,Put,47.04,71,70
13738,GM,2021/04/16,$168.00K,60.0,55.71,2021/03/10 22:36,20210310,Call,168.0,36,35
13739,BB,2021/03/19,$41.11K,15.0,10.83,2021/03/10 22:35,20210310,Call,41.11,8,7
13740,NCLH,2021/03/19,$385.84K,27.5,30.52,2021/03/10 22:35,20210310,Call,385.84,8,7
13741,NCLH,2021/03/19,$452.96K,27.5,30.56,2021/03/10 22:35,20210310,Call,452.96,8,7
13742,NOK,2021/04/16,$24.60K,5.0,4.05,2021/03/10 22:30,20210310,Call,24.6,36,35
13743,GOEV,2021/03/19,$79.08K,15.0,12.6,2021/03/10 22:30,20210310,Call,79.08,8,7
13744,TECK,2021/04/16,$160.08K,24.0,22.69,2021/03/12 04:28,20210311,Call,160.08,35,35
13745,IBM,2021/04/16,$750.00K,130.0,127.3,2021/03/12 04:25,20210311,Put,750.0,35,35
13746,IBM,2021/04/16,$367.50K,130.0,127.3,2021/03/12 04:25,20210311,Call,367.5,35,35
13747,PLTR,2021/03/19,$410.61K,25.5,26.62,2021/03/12 04:23,20210311,Call,410.61,7,7
13748,GILD,2021/03/19,$1.32M,60.0,63.41,2021/03/12 04:22,20210311,Call,1320.0,7,7
13749,IRM,2021/03/19,$440.00K,35.0,37.16,2021/03/12 04:22,20210311,Call,440.0,7,7
13750,IRM,2021/04/16,$1.14M,30.0,37.16,2021/03/12 04:22,20210311,Call,1140.0,35,35
13751,CX,2021/04/16,$58.42K,8.0,7.3,2021/03/12 04:21,20210311,Call,58.42,35,35
13752,VIAC,2022/01/21,$50.88M,13.0,86.44,2021/03/12 04:19,20210311,Call,50880.0,315,315
13753,VIAC,2021/03/19,$19.21M,50.0,86.44,2021/03/12 04:19,20210311,Call,19210.0,7,7
13754,VIAC,2021/03/19,$17.42M,55.0,86.41,2021/03/12 04:18,20210311,Call,17420.0,7,7
13755,MOS,2021/04/16,$315.88K,35.0,33.47,2021/03/12 04:17,20210311,Call,315.88,35,35
13756,CX,2021/04/16,$100.00K,8.0,7.25,2021/03/12 04:16,20210311,Call,100.0,35,35
13757,ACB,2021/03/26,$6.50K,30.0,10.42,2021/03/12 04:16,20210311,Call,6.5,14,14
13758,EPC,2021/05/21,$437.50K,35.0,34.73,2021/03/12 04:15,20210311,Call,437.5,70,70
13759,VALE,2021/03/19,$171.00K,19.0,18.01,2021/03/12 04:15,20210311,Call,171.0,7,7
13760,DAL,2021/04/16,$120.15K,55.0,48.1,2021/03/12 04:14,20210311,Call,120.15,35,35
13761,JPM,2021/06/18,$117.00K,95.0,154.33,2021/03/12 04:10,20210311,Put,117.0,98,98
13762,TMUS,2021/03/19,$623.00K,130.0,126.4,2021/03/12 04:08,20210311,Call,623.0,7,7
13763,TMUS,2021/03/19,$268.50K,130.0,126.4,2021/03/12 04:08,20210311,Call,268.5,7,7
13764,TMUS,2021/03/19,$95.00K,140.0,126.4,2021/03/12 04:08,20210311,Call,95.0,7,7
13765,PBR,2021/07/16,$38.63K,12.0,8.26,2021/03/12 04:05,20210311,Call,38.63,126,126
13766,OGI,2021/03/19,$75.00K,5.0,3.96,2021/03/12 04:05,20210311,Call,75.0,7,7
13767,AMRS,2021/06/18,$1.34M,20.0,17.99,2021/03/12 04:04,20210311,Call,1340.0,98,98
13768,YNDX,2022/01/21,$2.53M,90.0,66.42,2021/03/12 04:04,20210311,Call,2530.0,315,315
13769,YNDX,2022/01/21,$2.04M,60.0,66.42,2021/03/12 04:04,20210311,Call,2040.0,315,315
13770,VALE,2021/03/19,$360.00K,19.0,18.0,2021/03/12 04:02,20210311,Call,360.0,7,7
13771,TLRY,2021/03/19,$1.06M,25.0,26.63,2021/03/12 04:01,20210311,Call,1060.0,7,7
13772,HCHC,2021/08/20,$63.45K,5.0,3.6,2021/03/12 03:58,20210311,Call,63.45,161,161
13773,JPM,2022/01/21,$714.00K,75.0,154.46,2021/03/12 03:56,20210311,Put,714.0,315,315
13774,SABR,2021/12/17,$901.80K,25.0,16.02,2021/03/12 03:56,20210311,Call,901.8,280,280
13775,TMUS,2021/03/19,$494.88K,120.0,126.37,2021/03/12 03:55,20210311,Put,494.88,7,7
13776,CLF,2022/01/21,$561.75K,20.0,16.7,2021/03/12 03:54,20210311,Call,561.75,315,315
13777,IDRA,2021/03/19,$45.99K,3.0,4.97,2021/03/12 03:52,20210311,Put,45.99,7,7
13778,PRPB,2021/05/21,$30.00K,12.5,10.32,2021/03/12 03:52,20210311,Call,30.0,70,70
13779,CSTM,2021/08/20,$450.00K,20.0,16.78,2021/03/12 03:51,20210311,Call,450.0,161,161
13780,CSTM,2021/08/20,$140.00K,30.0,16.78,2021/03/12 03:51,20210311,Call,140.0,161,161
13781,NOK,2021/03/19,$35.51K,4.0,4.11,2021/03/12 03:50,20210311,Call,35.51,7,7
13782,NOK,2021/04/30,$38.74K,4.5,4.11,2021/03/12 03:50,20210311,Call,38.74,49,49
13783,SLB,2021/06/18,$424.60K,37.5,29.54,2021/03/12 03:50,20210311,Call,424.6,98,98
13784,VIAC,2022/01/21,$14.65M,13.0,86.28,2021/03/12 03:48,20210311,Call,14650.0,315,315
13785,ITUB,2021/03/19,$6.47K,6.0,4.9,2021/03/12 03:47,20210311,Call,6.47,7,7
13786,MARA,2021/03/26,$1.25M,44.0,41.67,2021/03/12 03:47,20210311,Call,1250.0,14,14
13787,MARA,2021/03/19,$1.01M,42.0,41.67,2021/03/12 03:47,20210311,Call,1010.0,7,7
13788,VZ,2021/04/16,$75.40K,60.0,55.76,2021/03/12 03:44,20210311,Call,75.4,35,35
13789,PINS,2021/06/18,$900.00K,55.0,71.97,2021/03/12 03:43,20210311,Put,900.0,98,98
13790,ERJ,2021/07/16,$120.00K,15.0,9.93,2021/03/12 03:41,20210311,Call,120.0,126,126
13791,ERJ,2021/07/16,$300.00K,10.0,9.93,2021/03/12 03:41,20210311,Call,300.0,126,126
13792,FINV,2021/03/19,$884.95K,15.0,9.67,2021/03/12 03:40,20210311,Put,884.95,7,7
13793,VIAC,2022/01/21,$14.62M,13.0,86.07,2021/03/12 03:40,20210311,Call,14620.0,315,315
13794,VIAC,2022/01/21,$14.62M,13.0,86.11,2021/03/12 03:40,20210311,Call,14620.0,315,315
13795,VIAC,2022/01/21,$14.62M,13.0,86.11,2021/03/12 03:39,20210311,Call,14620.0,315,315
13796,HON,2021/04/16,$322.02K,230.0,213.86,2021/03/12 03:37,20210311,Call,322.02,35,35
13797,MA,2021/06/18,$1.92M,420.0,387.48,2021/03/12 03:34,20210311,Call,1920.0,98,98
13798,MA,2021/06/18,$1.82M,450.0,387.48,2021/03/12 03:34,20210311,Call,1820.0,98,98
13799,QS,2021/04/16,$612.25K,85.0,58.88,2021/03/12 03:34,20210311,Call,612.25,35,35
13800,FINV,2021/03/19,$592.67K,12.5,9.78,2021/03/12 03:34,20210311,Put,592.67,7,7
13801,VIAC,2021/09/17,$2.98M,90.0,86.25,2021/03/12 03:32,20210311,Call,2980.0,189,189
13802,IPOE,2021/03/19,$4.91M,2.5,18.94,2021/03/12 03:27,20210311,Call,4910.0,7,7
13803,IPOE,2021/04/16,$982.50K,12.5,18.94,2021/03/12 03:27,20210311,Call,982.5,35,35
13804,VALE,2023/01/20,$2.19M,17.0,18.04,2021/03/12 03:24,20210311,Put,2190.0,679,679
13805,CCAC,2021/05/21,$32.18K,10.0,10.47,2021/03/12 03:24,20210311,Put,32.18,70,70
13806,VIAC,2022/01/21,$14.67M,13.0,86.32,2021/03/12 03:21,20210311,Call,14670.0,315,315
13807,VIAC,2022/01/21,$14.66M,13.0,86.31,2021/03/12 03:20,20210311,Call,14660.0,315,315
13808,VIAC,2022/01/21,$14.67M,13.0,86.34,2021/03/12 03:20,20210311,Call,14670.0,315,315
13809,GOEV,2021/03/19,$79.97K,17.5,14.4,2021/03/12 03:19,20210311,Call,79.97,7,7
13810,VNET,2021/04/16,$935.00K,42.0,35.63,2021/03/12 03:17,20210311,Call,935.0,35,35
13811,VNET,2021/04/16,$456.00K,47.0,35.63,2021/03/12 03:17,20210311,Call,456.0,35,35
13812,VNET,2021/04/16,$2.19M,38.0,35.63,2021/03/12 03:17,20210311,Call,2190.0,35,35
13813,VNET,2021/04/16,$221.00K,50.0,35.63,2021/03/12 03:17,20210311,Call,221.0,35,35
13814,XXII,2021/03/19,$49.50K,3.0,2.72,2021/03/12 03:14,20210311,Call,49.5,7,7
13815,TGT,2021/04/16,$343.50K,190.0,179.65,2021/03/12 03:11,20210311,Call,343.5,35,35
13816,SNDL,2021/04/16,$26.38K,4.0,1.41,2021/03/12 03:07,20210311,Call,26.38,35,35
13817,SNDL,2021/03/19,$39.68K,1.5,1.41,2021/03/12 03:07,20210311,Call,39.68,7,7
13818,SNDL,2021/03/19,$17.12K,2.0,1.4,2021/03/12 03:05,20210311,Call,17.12,7,7
13819,SNDL,2021/03/19,$74.40K,2.0,1.4,2021/03/12 03:05,20210311,Call,74.4,7,7
13820,ITUB,2021/03/19,$4.61K,6.0,4.92,2021/03/12 03:04,20210311,Call,4.61,7,7
13821,SNDL,2021/03/19,$59.32K,1.5,1.41,2021/03/12 03:04,20210311,Call,59.32,7,7
13822,EBON,2021/03/19,$49.00K,20.0,7.4,2021/03/12 03:02,20210311,Call,49.0,7,7
13823,SLB,2021/06/18,$258.00K,35.0,29.55,2021/03/12 02:58,20210311,Call,258.0,98,98
13824,SLB,2021/03/19,$132.00K,30.0,29.55,2021/03/12 02:58,20210311,Call,132.0,7,7
13825,GOLD,2021/03/19,$5.07K,27.0,20.27,2021/03/12 02:54,20210311,Call,5.07,7,7
13826,TEVA,2021/03/19,$17.41K,10.0,11.16,2021/03/12 02:53,20210311,Put,17.41,7,7
13827,TEVA,2021/03/19,$20.63K,10.0,11.17,2021/03/12 02:52,20210311,Put,20.63,7,7
13828,KNDI,2021/04/16,$97.50K,6.0,7.01,2021/03/12 02:51,20210311,Put,97.5,35,35
13829,KNDI,2021/09/17,$97.50K,14.0,7.01,2021/03/12 02:51,20210311,Call,97.5,189,189
13830,CCX,2021/08/20,$75.00K,17.5,10.05,2021/03/12 02:47,20210311,Call,75.0,161,161
13831,CLF,2022/01/21,$1.12M,20.0,16.57,2021/03/12 02:45,20210311,Call,1120.0,315,315
13832,IQ,2022/01/21,$861.35K,32.5,27.6,2021/03/12 02:44,20210311,Call,861.35,315,315
13833,IBM,2021/04/16,$255.00K,130.0,127.61,2021/03/12 02:43,20210311,Call,255.0,35,35
13834,IBM,2021/04/16,$485.00K,130.0,127.61,2021/03/12 02:43,20210311,Put,485.0,35,35
13835,NPA,2021/08/20,$131.25K,25.0,12.85,2021/03/12 02:42,20210311,Call,131.25,161,161
13836,ALLY,2021/04/16,$729.00K,45.0,45.48,2021/03/12 02:42,20210311,Call,729.0,35,35
13837,ALLY,2021/04/16,$579.00K,45.0,45.48,2021/03/12 02:42,20210311,Put,579.0,35,35
13838,SBS,2021/07/16,$271.52K,7.5,7.02,2021/03/12 02:41,20210311,Call,271.52,126,126
13839,VALE,2021/04/16,$87.50K,23.0,18.04,2021/03/12 02:33,20210311,Call,87.5,35,35
13840,VALE,2021/04/16,$161.25K,20.0,18.04,2021/03/12 02:33,20210311,Call,161.25,35,35
13841,CLF,2022/01/21,$1.12M,20.0,16.58,2021/03/12 02:32,20210311,Call,1120.0,315,315
13842,NRG,2021/03/19,$60.30K,40.0,43.13,2021/03/12 02:29,20210311,Put,60.3,7,7
13843,ITUB,2021/06/18,$170.00K,4.5,4.93,2021/03/12 02:29,20210311,Call,170.0,98,98
13844,VALE,2021/03/19,$31.50K,19.0,18.06,2021/03/12 02:28,20210311,Call,31.5,7,7
13845,TWO,2021/03/19,$68.51K,7.0,7.53,2021/03/12 02:28,20210311,Call,68.51,7,7
13846,TWO,2021/06/18,$41.99K,8.0,7.53,2021/03/12 02:28,20210311,Call,41.99,98,98
13847,VALE,2021/03/19,$33.30K,19.0,18.07,2021/03/12 02:28,20210311,Call,33.3,7,7
13848,VALE,2021/04/16,$29.70K,23.0,18.07,2021/03/12 02:27,20210311,Call,29.7,35,35
13849,VALE,2021/04/16,$124.74K,20.0,18.07,2021/03/12 02:27,20210311,Call,124.74,35,35
13850,WBT,2021/09/17,$631.62K,17.5,16.73,2021/03/12 02:26,20210311,Call,631.62,189,189
13851,WBT,2021/09/17,$2.18M,15.0,16.73,2021/03/12 02:26,20210311,Call,2180.0,189,189
13852,WBT,2021/09/17,$963.47K,17.5,16.73,2021/03/12 02:26,20210311,Call,963.47,189,189
13853,HWM,2021/05/21,$950.00K,34.0,32.0,2021/03/12 02:26,20210311,Call,950.0,70,70
13854,HWM,2021/05/21,$1.90M,30.0,31.99,2021/03/12 02:26,20210311,Call,1900.0,70,70
13855,DELL,2021/07/16,$1.07M,105.0,89.35,2021/03/12 02:25,20210311,Call,1070.0,126,126
13856,GILD,2021/03/19,$405.00K,60.0,63.95,2021/03/12 02:25,20210311,Call,405.0,7,7
13857,XPEV,2021/10/15,$840.00K,35.0,34.26,2021/03/12 02:25,20210311,Call,840.0,217,217
13858,MDB,2021/03/19,$8.10M,365.0,324.91,2021/03/12 02:24,20210311,Put,8100.0,7,7
13859,GPRE,2022/01/21,$1000.00K,30.0,26.63,2021/03/12 02:20,20210311,Call,1000.0,315,315
13860,ALTO,2021/03/19,$59.04K,6.0,5.97,2021/03/12 02:20,20210311,Call,59.04,7,7
13861,GILD,2021/03/19,$395.00K,60.0,63.97,2021/03/12 02:19,20210311,Call,395.0,7,7
13862,GILD,2021/03/19,$410.00K,60.0,63.96,2021/03/12 02:19,20210311,Call,410.0,7,7
13863,MRK,2021/03/19,$2.42M,82.5,75.03,2021/03/12 02:18,20210311,Put,2420.0,7,7
13864,PLTR,2021/04/16,$465.61K,26.0,26.45,2021/03/12 02:16,20210311,Put,465.61,35,35
13865,PLTR,2021/04/16,$97.84K,20.0,26.45,2021/03/12 02:16,20210311,Put,97.84,35,35
13866,XOM,2021/09/17,$238.00K,80.0,61.92,2021/03/12 02:16,20210311,Call,238.0,189,189
13867,CX,2021/04/16,$116.00K,7.0,7.25,2021/03/12 02:15,20210311,Call,116.0,35,35
13868,IPHI,2021/04/16,$390.00K,140.0,161.84,2021/03/12 02:14,20210311,Put,390.0,35,35
13869,UAA,2022/01/21,$954.50K,22.5,22.71,2021/03/12 02:14,20210311,Put,954.5,315,315
13870,FITB,2021/03/19,$59.66K,37.0,38.07,2021/03/12 02:13,20210311,Put,59.66,7,7
13871,STNE,2021/03/19,$13.28M,85.0,77.03,2021/03/12 02:12,20210311,Put,13280.0,7,7
13872,VIAC,2021/03/19,$142.87K,80.0,86.25,2021/03/12 02:10,20210311,Put,142.87,7,7
13873,NYCB,2021/04/16,$133.25K,12.0,12.36,2021/03/12 02:10,20210311,Call,133.25,35,35
13874,EGHT,2021/04/16,$712.50K,40.0,35.49,2021/03/12 02:09,20210311,Call,712.5,35,35
13875,EGHT,2021/03/19,$1.09M,40.0,35.49,2021/03/12 02:09,20210311,Put,1090.0,7,7
13876,EGHT,2021/04/16,$237.50K,40.0,35.49,2021/03/12 02:09,20210311,Call,237.5,35,35
