Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
BioHiTech Global Inc,BHTG,Sell,Filled,160,160,@1.50,1.50,GTC,10/29/2020 12:13:24 EDT,11/30/2020 07:26:54 EST
CleanSpark,CLSK,Sell,Filled,10,10,@7.51,7.51,GTC,10/29/2020 12:11:45 EDT,10/30/2020 10:12:20 EDT
CleanSpark,CLSK,Sell,Cancelled,0,10,@8.88,,GTC,10/29/2020 12:11:45 EDT,
YOUDAO  INC.,DAO,Buy,Filled,5,5,@26.60,26.60,DAY,10/29/2020 12:01:36 EDT,10/29/2020 12:38:52 EDT
CleanSpark,CLSK,Buy,Filled,10,10,@7.93,7.93,DAY,10/29/2020 10:01:58 EDT,10/29/2020 10:11:06 EDT
Workhorse Group,WKHS,Buy,Filled,8,8,@17.15,17.15,DAY,10/28/2020 12:08:42 EDT,10/28/2020 12:08:42 EDT
Tattooed Chef  Inc.,TTCF,Sell,Filled,6,6,@18.50,18.50,DAY,10/28/2020 09:16:56 EDT,10/28/2020 09:42:41 EDT
Tattooed Chef  Inc.,TTCF,Buy,Filled,6,6,@18.55,18.55,DAY,10/27/2020 12:44:00 EDT,10/27/2020 12:44:00 EDT
Catasys,OTRK,Sell,Filled,10,10,@64.70,64.70,DAY,10/26/2020 10:40:25 EDT,10/26/2020 10:40:26 EDT
DAVE BUSTERS ENT,PLAY,Sell,Filled,23,23,@19.59,19.59,DAY,10/26/2020 07:16:52 EDT,10/26/2020 09:40:46 EDT
Switchback Energy Acquisition Corp,SBE,Sell,Filled,30,30,@15.20,15.20,DAY,10/23/2020 13:24:48 EDT,10/23/2020 13:25:20 EDT
Zynex Inc.,ZYXI,Buy,Filled,10,10,@14.45,14.45,DAY,10/23/2020 13:08:50 EDT,10/23/2020 13:09:40 EDT
DAVE BUSTERS ENT,PLAY,Sell,Filled,15,15,@19.95,19.95,DAY,10/23/2020 13:04:40 EDT,10/23/2020 13:04:41 EDT
iClick,ICLK,Sell,Filled,55,55,@8.39,8.39,DAY,10/23/2020 09:45:10 EDT,10/23/2020 09:45:11 EDT
OCCIDENTAL WT,OXY-WS,Sell,Filled,2,2,@2.98,2.98,DAY,10/22/2020 11:17:38 EDT,10/22/2020 11:20:32 EDT
Catasys,OTRK,Sell,Cancelled,0,5,55.00,,GTC,10/22/2020 11:07:36 EDT,
Catasys,OTRK,Sell,Cancelled,0,5,@66.73,,GTC,10/22/2020 11:07:36 EDT,
Catasys,OTRK,Buy,Filled,10,10,@60.60,60.60,DAY,10/22/2020 11:04:49 EDT,10/22/2020 11:07:02 EDT
PDF Solutions,PDFS,Sell,Filled,20,20,@19.70,19.70,DAY,10/22/2020 10:10:48 EDT,10/22/2020 10:29:41 EDT
ACM Rsrch,ACMR,Sell,Filled,3,3,@67.50,67.50,DAY,10/22/2020 10:00:47 EDT,10/22/2020 10:00:47 EDT
Workhorse Group,WKHS,Buy,Filled,10,10,@19.70,19.70,DAY,10/22/2020 09:33:46 EDT,10/22/2020 09:33:47 EDT
AudioCodes,AUDC,Sell,Filled,7,7,@32.69,32.69,GTC,10/21/2020 11:45:57 EDT,10/22/2020 10:26:33 EDT
AudioCodes,AUDC,Sell,Cancelled,0,7,@36.49,,GTC,10/21/2020 11:45:57 EDT,
YOUDAO  INC.,DAO,Buy,Filled,5,5,@30.95,30.95,DAY,10/21/2020 06:53:14 EDT,10/21/2020 06:53:57 EDT
CleanSpark,CLSK,Sell,Filled,30,30,@8.63,8.63,DAY,10/20/2020 10:52:20 EDT,10/20/2020 10:52:21 EDT
Tattooed Chef  Inc.,TTCF,Buy,Filled,4,4,@22.26,22.26,DAY,10/20/2020 10:08:54 EDT,10/20/2020 10:10:33 EDT
Zynex Inc.,ZYXI,Buy,Filled,10,10,@14.18,14.18,DAY,10/19/2020 12:44:37 EDT,10/19/2020 12:46:19 EDT
Switchback Energy Acquisition Corp,SBE,Buy,Filled,20,20,@16.40,16.40,DAY,10/19/2020 11:06:16 EDT,10/19/2020 11:10:51 EDT
iClick,ICLK,Sell,Filled,25,25,@8.25,8.25,DAY,10/19/2020 10:23:04 EDT,10/19/2020 10:23:44 EDT
OraSure Tech,OSUR,Sell,Filled,10,10,@13.98,13.98,DAY,10/16/2020 12:03:55 EDT,10/16/2020 12:07:44 EDT
Occidental,OXY,Sell,Filled,22,22,@10.25,10.25,DAY,10/16/2020 10:08:31 EDT,10/16/2020 10:08:32 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@23.64,23.64,DAY,10/16/2020 09:47:37 EDT,10/16/2020 09:47:40 EDT
Tattooed Chef  Inc.,TTCF,Buy,Filled,5,5,@24.00,24.00,DAY,10/15/2020 14:43:43 EDT,10/15/2020 15:21:09 EDT
iClick,ICLK,Sell,Filled,20,20,@7.90,7.90,DAY,10/15/2020 13:41:05 EDT,10/15/2020 13:44:42 EDT
Beam Global,BEEM,Buy,Filled,10,10,@15.63,15.63,DAY,10/15/2020 13:38:32 EDT,10/15/2020 13:39:15 EDT
ANGI,ANGI,Sell,Filled,30,30,@11.16,11.16,DAY,10/15/2020 11:41:35 EDT,10/15/2020 12:25:43 EDT
AudioCodes,AUDC,Buy,Cancelled,0,5,@32.75,,DAY,10/15/2020 11:40:40 EDT,
YOUDAO  INC.,DAO,Buy,Filled,5,5,@30.70,30.70,DAY,10/15/2020 11:37:31 EDT,10/15/2020 11:37:41 EDT
GrubHub,GRUB,Buy,Filled,5,5,@81.40,81.40,DAY,10/15/2020 09:59:18 EDT,10/15/2020 10:23:17 EDT
Tattooed Chef  Inc.,TTCF,Buy,Filled,5,5,@23.00,23.00,DAY,10/15/2020 09:53:42 EDT,10/15/2020 12:22:50 EDT
NIO Inc.,NIO,Sell,Filled,15,15,@27.00,27.00,DAY,10/15/2020 04:09:37 EDT,10/15/2020 04:10:30 EDT
GrubHub,GRUB,Buy,Filled,8,8,@80.42,80.42,DAY,10/14/2020 11:28:23 EDT,10/14/2020 11:28:24 EDT
ACM Rsrch,ACMR,Buy,Filled,2,2,@74.57,74.57,DAY,10/14/2020 10:40:01 EDT,10/14/2020 10:50:17 EDT
Genasys Inc.,GNSS,Sell,Filled,50,50,@6.35,6.35,DAY,10/14/2020 10:28:19 EDT,10/14/2020 10:28:42 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,12,12,@21.22,21.22,DAY,10/14/2020 09:41:51 EDT,10/14/2020 09:41:51 EDT
MTBC Inc,MTBC,Buy,Filled,20,20,@9.30,9.30,DAY,10/14/2020 09:39:37 EDT,10/14/2020 09:51:40 EDT
DAVE BUSTERS ENT,PLAY,Buy,Filled,10,10,@15.40,15.40,DAY,10/14/2020 09:37:31 EDT,10/14/2020 09:37:34 EDT
Workhorse Group,WKHS,Buy,Filled,10,10,@24.11,24.11,DAY,10/14/2020 09:12:35 EDT,10/14/2020 09:12:36 EDT
NIO Inc.,NIO,Buy,Filled,15,15,@23.35,23.35,DAY,10/14/2020 04:33:49 EDT,10/14/2020 04:33:58 EDT
NIO Inc.,NIO,Buy,Cancelled,0,15,@23.39,,DAY,10/14/2020 04:32:55 EDT,
MTBC Inc,MTBC,Buy,Cancelled,0,20,@8.56,,DAY,10/13/2020 13:16:37 EDT,
Blackline,BL,Sell,Filled,5,5,@99.57,99.57,DAY,10/13/2020 12:27:33 EDT,10/13/2020 12:29:00 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@23.14,23.14,DAY,10/13/2020 12:00:11 EDT,10/13/2020 12:00:12 EDT
Lordstown Motors,RIDE,Sell,Filled,15,15,@23.46,23.46,DAY,10/13/2020 11:13:28 EDT,10/13/2020 11:13:45 EDT
AudioCodes,AUDC,Sell,Filled,8,8,@33.90,33.90,DAY,10/13/2020 10:43:42 EDT,10/13/2020 10:43:52 EDT
Workhorse Group,WKHS,Buy,Filled,10,10,@24.40,24.40,DAY,10/13/2020 10:10:45 EDT,10/13/2020 10:10:46 EDT
DAVE BUSTERS ENT,PLAY,Buy,Filled,3,3,@15.45,15.45,DAY,10/12/2020 13:55:45 EDT,10/12/2020 13:56:51 EDT
YOUDAO  INC.,DAO,Buy,Filled,5,5,@30.40,30.40,DAY,10/12/2020 13:32:09 EDT,10/12/2020 13:32:48 EDT
PDF Solutions,PDFS,Buy,Filled,20,20,@20.77,20.77,DAY,10/12/2020 13:30:24 EDT,10/12/2020 13:33:28 EDT
Lordstown Motors,RIDE,Sell,Filled,5,5,@24.88,24.88,DAY,10/12/2020 11:50:47 EDT,10/12/2020 11:50:54 EDT
CleanSpark,CLSK,Sell,Cancelled,0,30,9.30,,GTC,10/12/2020 11:48:40 EDT,
CleanSpark,CLSK,Sell,Cancelled,0,30,@11.34,,GTC,10/12/2020 11:48:40 EDT,
CleanSpark,CLSK,Buy,Filled,60,60,@10.30,10.30,DAY,10/12/2020 11:44:04 EDT,10/12/2020 11:47:41 EDT
Zynex Inc.,ZYXI,Sell,Filled,20,20,@13.95,13.95,GTC,10/12/2020 10:19:35 EDT,10/19/2020 09:33:04 EDT
Zynex Inc.,ZYXI,Sell,Cancelled,0,20,@16.45,,GTC,10/12/2020 10:19:35 EDT,
Zynex Inc.,ZYXI,Buy,Filled,20,20,@14.94,14.94,DAY,10/12/2020 10:19:10 EDT,10/12/2020 10:19:11 EDT
FuelCell Energy,FCEL,Sell,Filled,90,90,@2.48,2.48,DAY,10/12/2020 09:47:03 EDT,10/12/2020 09:48:36 EDT
FuelCell Energy,FCEL,Sell,Filled,80,80,@2.52,2.52,DAY,10/12/2020 09:44:37 EDT,10/12/2020 09:44:51 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Filled,10,10,@23.06,23.06,DAY,10/12/2020 09:43:46 EDT,10/12/2020 09:59:35 EDT
OPKO Health,OPK,Sell,Filled,50,50,@4.43,4.43,DAY,10/12/2020 09:34:07 EDT,10/12/2020 09:34:08 EDT
Lordstown Motors,RIDE,Sell,Filled,10,10,@26.65,26.65,DAY,10/12/2020 04:29:36 EDT,10/12/2020 04:29:37 EDT
iClick,ICLK,Buy,Filled,20,20,@7.57,7.57,DAY,10/09/2020 15:28:46 EDT,10/09/2020 15:28:47 EDT
Westport Fuel,WPRT,Sell,Filled,200,200,@2.12,2.12,DAY,10/09/2020 14:20:09 EDT,10/09/2020 14:21:04 EDT
Westport Fuel,WPRT,Sell,Filled,60,60,@2.13,2.13,GTC,10/09/2020 13:43:11 EDT,10/09/2020 14:18:54 EDT
Westport Fuel,WPRT,Sell,Cancelled,0,60,@2.39,,GTC,10/09/2020 13:43:11 EDT,
Westport Fuel,WPRT,Buy,Filled,60,60,@2.18,2.18,DAY,10/09/2020 13:42:36 EDT,10/09/2020 13:42:37 EDT
Westport Fuel,WPRT,Sell,Filled,100,100,@2.15,2.15,DAY,10/09/2020 13:24:16 EDT,10/09/2020 13:28:58 EDT
FuelCell Energy,FCEL,Sell,Filled,80,80,@2.56,2.56,GTC,10/09/2020 12:43:00 EDT,10/12/2020 09:43:47 EDT
FuelCell Energy,FCEL,Sell,Cancelled,0,80,@2.91,,GTC,10/09/2020 12:43:00 EDT,
I-MAB,IMAB,Buy,Filled,15,15,@39.50,39.50,DAY,10/09/2020 11:15:50 EDT,10/09/2020 12:34:52 EDT
Unity Software Inc.,U,Sell,Filled,2,2,@95.00,95.00,DAY,10/09/2020 11:03:18 EDT,10/09/2020 11:03:38 EDT
FuelCell Energy,FCEL,Sell,Cancelled,0,70,2.31,,GTC,10/09/2020 10:35:49 EDT,
FuelCell Energy,FCEL,Sell,Cancelled,0,70,@2.73,,GTC,10/09/2020 10:35:49 EDT,
Zynex Inc.,ZYXI,Buy,Filled,10,10,@19.39,19.39,DAY,10/09/2020 10:04:23 EDT,10/09/2020 11:19:30 EDT
Electrameccanica Vehicles Corp,SOLO,Sell,Filled,80,80,@2.45,2.45,DAY,10/09/2020 09:56:46 EDT,10/09/2020 09:58:18 EDT
OraSure Tech,OSUR,Sell,Filled,5,5,@14.45,14.45,DAY,10/08/2020 13:56:44 EDT,10/08/2020 13:56:45 EDT
Zynex Inc.,ZYXI,Buy,Filled,10,10,@19.36,19.36,DAY,10/08/2020 13:16:24 EDT,10/08/2020 13:16:25 EDT
Lordstown Motors,RIDE,Buy,Filled,30,30,@22.10,22.10,DAY,10/08/2020 10:52:31 EDT,10/08/2020 10:52:32 EDT
ACM Rsrch,ACMR,Buy,Filled,3,3,@67.50,67.50,DAY,10/08/2020 09:56:53 EDT,10/08/2020 10:00:06 EDT
OPKO Health,OPK,Sell,Filled,30,30,@4.51,4.51,DAY,10/08/2020 09:49:18 EDT,10/08/2020 09:49:18 EDT
ONEWATER MARINE,ONEW,Sell,Filled,25,25,@21.00,21.00,GTC,10/07/2020 12:53:07 EDT,10/08/2020 15:47:08 EDT
ONEWATER MARINE,ONEW,Sell,Cancelled,0,25,@23.85,,GTC,10/07/2020 12:53:07 EDT,
DLH Hldg,DLHC,Sell,Filled,45,45,@8.72,8.72,DAY,10/07/2020 12:38:51 EDT,10/07/2020 12:41:10 EDT
FuelCell Energy,FCEL,Buy,Filled,250,250,@2.10,2.10,DAY,10/07/2020 11:21:56 EDT,10/07/2020 13:22:59 EDT
Blackline,BL,Buy,Filled,5,5,@95.25,95.25,DAY,10/07/2020 10:24:49 EDT,10/07/2020 10:24:49 EDT
EVERQUOTE,EVER,Sell,Filled,15,15,@39.55,39.55,DAY,10/07/2020 10:13:28 EDT,10/07/2020 10:15:33 EDT
DLH Hldg,DLHC,Sell,Cancelled,0,15,@8.76,,DAY,10/07/2020 09:48:38 EDT,
YOUDAO  INC.,DAO,Buy,Filled,14,14,@29.00,29.00,DAY,10/07/2020 09:42:41 EDT,10/07/2020 10:33:58 EDT
Genasys Inc.,GNSS,Sell,Filled,50,50,@6.12,6.12,GTC,10/06/2020 12:35:39 EDT,10/08/2020 15:21:05 EDT
Genasys Inc.,GNSS,Sell,Cancelled,0,50,@6.79,,GTC,10/06/2020 12:35:39 EDT,
MTBC Inc,MTBC,Sell,Filled,30,30,@7.50,7.50,GTC,10/06/2020 11:07:56 EDT,10/28/2020 10:04:08 EDT
MTBC Inc,MTBC,Sell,Cancelled,0,30,@9.11,,GTC,10/06/2020 11:07:56 EDT,
MTBC Inc,MTBC,Sell,Filled,30,30,@8.27,8.27,DAY,10/06/2020 11:05:47 EDT,10/06/2020 11:06:57 EDT
iClick,ICLK,Buy,Filled,10,10,@7.09,7.09,DAY,10/06/2020 10:59:33 EDT,10/06/2020 11:58:16 EDT
DLH Hldg,DLHC,Sell,Filled,20,20,@8.87,8.87,DAY,10/06/2020 09:40:18 EDT,10/06/2020 09:40:19 EDT
Westport Fuel,WPRT,Buy,Filled,100,100,@1.90,1.90,DAY,10/06/2020 09:35:41 EDT,10/06/2020 09:35:43 EDT
ANGI,ANGI,Sell,Filled,20,20,@12.10,12.10,GTC,10/06/2020 09:34:01 EDT,10/08/2020 09:31:38 EDT
ANGI,ANGI,Sell,Cancelled,0,20,@13.96,,GTC,10/06/2020 09:34:01 EDT,
Beam Global,BEEM,Buy,Filled,15,15,@16.32,16.32,DAY,10/06/2020 07:31:36 EDT,10/06/2020 13:47:27 EDT
OraSure Tech,OSUR,Buy,Cancelled,0,10,@13.40,,DAY,10/05/2020 10:14:14 EDT,
GAN Ltd,GAN,Buy,Filled,5,5,@19.35,19.35,DAY,10/05/2020 10:12:30 EDT,10/05/2020 10:12:31 EDT
ONEWATER MARINE,ONEW,Buy,Filled,25,25,@21.00,21.00,DAY,10/05/2020 07:06:37 EDT,10/05/2020 09:30:02 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Cancelled,0,10,19.10,,GTC,10/02/2020 12:05:45 EDT,
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Sell,Cancelled,0,10,@21.92,,GTC,10/02/2020 12:05:45 EDT,
iClick,ICLK,Buy,Filled,20,20,@6.97,6.97,DAY,10/02/2020 10:44:07 EDT,10/02/2020 10:45:01 EDT
Zynex Inc.,ZYXI,Buy,Filled,20,20,@17.80,17.80,DAY,10/01/2020 09:36:21 EDT,10/01/2020 09:37:52 EDT
Workhorse Group,WKHS,Buy,Cancelled,0,22,@22.00,,DAY,10/01/2020 06:35:03 EDT,
Unity Software Inc.,U,Buy,Filled,2,2,@88.90,88.90,DAY,09/30/2020 13:34:02 EDT,09/30/2020 13:34:59 EDT
ANGI,ANGI,Sell,Cancelled,0,25,10.00,,GTC,09/30/2020 12:42:34 EDT,
ANGI,ANGI,Sell,Cancelled,0,25,@12.28,,GTC,09/30/2020 12:42:34 EDT,
ANGI,ANGI,Buy,Filled,50,50,@11.16,11.16,DAY,09/30/2020 12:42:07 EDT,09/30/2020 12:42:07 EDT
OPKO Health,OPK,Sell,Cancelled,0,30,3.20,,GTC,09/30/2020 12:21:36 EDT,
OPKO Health,OPK,Sell,Cancelled,0,30,@4.00,,GTC,09/30/2020 12:21:36 EDT,
OPKO Health,OPK,Buy,Filled,20,20,@3.64,3.64,DAY,09/30/2020 12:21:02 EDT,09/30/2020 12:21:03 EDT
OPKO Health,OPK,Buy,Filled,10,10,@3.64,3.64,DAY,09/30/2020 12:20:25 EDT,09/30/2020 12:20:25 EDT
Energous,WATT,Sell,Filled,140,140,@3.04,3.04,DAY,09/30/2020 12:12:43 EDT,09/30/2020 12:15:35 EDT
ACM Rsrch,ACMR,Buy,Filled,3,3,@71.50,71.50,DAY,09/30/2020 11:52:03 EDT,09/30/2020 11:52:19 EDT
AYRO  Inc.,AYRO,Sell,Filled,30,30,@4.00,4.00,GTC,09/30/2020 11:43:13 EDT,11/13/2020 15:55:31 EST
iClick,ICLK,Buy,Filled,20,20,@6.80,6.80,DAY,09/30/2020 09:55:50 EDT,09/30/2020 09:56:36 EDT
GAN Ltd,GAN,Buy,Filled,10,10,@17.00,17.00,DAY,09/30/2020 09:51:36 EDT,09/30/2020 11:34:02 EDT
BioHiTech Global Inc,BHTG,Sell,Cancelled,0,160,@1.83,,DAY,09/30/2020 08:59:14 EDT,
Switchback Energy Acquisition Corp,SBE,Buy,Filled,20,20,@15.70,15.70,DAY,09/29/2020 12:37:18 EDT,09/29/2020 12:39:21 EDT
MTBC Inc,MTBC,Sell,Cancelled,0,60,8.00,,GTC,09/29/2020 11:45:30 EDT,
MTBC Inc,MTBC,Sell,Cancelled,0,60,@9.66,,GTC,09/29/2020 11:45:30 EDT,
MTBC Inc,MTBC,Buy,Filled,60,60,@8.80,8.80,DAY,09/29/2020 11:42:06 EDT,09/29/2020 11:43:51 EDT
DLH Hldg,DLHC,Sell,Cancelled,0,20,7.00,,GTC,09/29/2020 10:58:34 EDT,
DLH Hldg,DLHC,Sell,Cancelled,0,20,@8.80,,GTC,09/29/2020 10:58:34 EDT,
DLH Hldg,DLHC,Buy,Filled,20,20,@7.54,7.54,DAY,09/29/2020 10:57:31 EDT,09/29/2020 10:57:32 EDT
Benefitfocus,BNFT,Sell,Filled,60,60,@11.53,11.53,DAY,09/29/2020 10:46:53 EDT,09/29/2020 10:46:54 EDT
iMedia Brands,IMBI,Sell,Filled,100,100,@5.80,5.80,DAY,09/29/2020 10:10:21 EDT,09/29/2020 10:10:22 EDT
Workhorse Group,WKHS,Sell,Filled,24,24,@26.72,26.72,DAY,09/29/2020 09:44:10 EDT,09/29/2020 09:44:32 EDT
iMedia Brands,IMBI,Sell,Cancelled,0,50,5.20,,GTC,09/29/2020 09:39:08 EDT,
iMedia Brands,IMBI,Sell,Cancelled,0,50,@6.38,,GTC,09/29/2020 09:39:08 EDT,
iMedia Brands,IMBI,Buy,Filled,100,100,@5.80,5.80,DAY,09/29/2020 09:37:54 EDT,09/29/2020 09:37:55 EDT
Mohawk Group Holdings Inc,MWK,Sell,Filled,25,25,@8.02,8.02,DAY,09/28/2020 10:41:19 EDT,09/28/2020 14:35:29 EDT
GAN Ltd,GAN,Buy,Filled,10,10,@16.62,16.62,DAY,09/28/2020 10:37:54 EDT,09/28/2020 14:23:24 EDT
EVERQUOTE,EVER,Sell,Cancelled,0,7,@38.53,,DAY,09/28/2020 10:29:42 EDT,
ZoomInfo Technologies Inc.,ZI,Sell,Filled,20,20,@37.77,37.77,GTC,09/28/2020 09:56:48 EDT,09/28/2020 11:24:39 EDT
ZoomInfo Technologies Inc.,ZI,Sell,Cancelled,0,20,@42.45,,GTC,09/28/2020 09:56:48 EDT,
Genasys Inc.,GNSS,Sell,Cancelled,0,100,5.94,,GTC,09/28/2020 09:52:45 EDT,
Genasys Inc.,GNSS,Sell,Cancelled,0,100,@7.00,,GTC,09/28/2020 09:52:45 EDT,
Blackline,BL,Sell,Filled,10,10,@87.94,87.94,GTC,09/28/2020 09:49:02 EDT,10/02/2020 13:03:13 EDT
Blackline,BL,Sell,Cancelled,0,10,@97.95,,GTC,09/28/2020 09:49:02 EDT,
Blackline,BL,Sell,Cancelled,0,10,88.00,,DAY,09/28/2020 09:46:39 EDT,
Blackline,BL,Sell,Cancelled,0,10,@97.86,,DAY,09/28/2020 09:46:39 EDT,
Switchback Energy Acquisition Corp,SBE,Buy,Filled,20,20,@13.72,13.72,DAY,09/25/2020 16:15:49 EDT,09/25/2020 16:18:51 EDT
Arcimoto,FUV,Sell,Filled,45,45,@6.44,6.44,GTC,09/25/2020 15:04:53 EDT,09/28/2020 14:07:39 EDT
Benefitfocus,BNFT,Sell,Cancelled,0,30,11.07,,GTC,09/25/2020 12:51:01 EDT,
Benefitfocus,BNFT,Sell,Cancelled,0,30,@12.32,,GTC,09/25/2020 12:51:01 EDT,
Benefitfocus,BNFT,Buy,Filled,60,60,@11.18,11.18,DAY,09/25/2020 12:45:07 EDT,09/25/2020 12:49:57 EDT
Genasys Inc.,GNSS,Sell,Cancelled,0,100,5.20,,GTC,09/25/2020 12:08:29 EDT,
Genasys Inc.,GNSS,Sell,Cancelled,0,100,@6.13,,GTC,09/25/2020 12:08:29 EDT,
Blackline,BL,Sell,Cancelled,0,10,@90.00,,GTC,09/25/2020 12:00:55 EDT,
Applied DNA Sciences Inc,APDN,Buy,Filled,20,20,@7.76,7.76,DAY,09/25/2020 11:55:23 EDT,09/25/2020 11:55:57 EDT
Tattooed Chef  Inc.,TTCF,Buy,Filled,10,10,@21.25,21.25,DAY,09/25/2020 09:50:13 EDT,09/25/2020 09:50:14 EDT
Workhorse Group,WKHS,Buy,Filled,10,10,@21.95,21.95,DAY,09/24/2020 10:03:05 EDT,09/24/2020 10:03:05 EDT
Workhorse Group,WKHS,Buy,Cancelled,0,5,@21.00,,DAY,09/24/2020 09:55:50 EDT,
Workhorse Group,WKHS,Sell,Filled,14,14,@20.52,20.52,DAY,09/24/2020 09:42:06 EDT,09/24/2020 09:42:06 EDT
YOUDAO  INC.,DAO,Buy,Filled,7,7,@28.93,28.93,DAY,09/23/2020 12:45:23 EDT,09/23/2020 12:45:24 EDT
ZoomInfo Technologies Inc.,ZI,Sell,Cancelled,0,10,31.50,,GTC,09/23/2020 12:38:49 EDT,
ZoomInfo Technologies Inc.,ZI,Sell,Cancelled,0,10,@39.37,,GTC,09/23/2020 12:38:49 EDT,
ZoomInfo Technologies Inc.,ZI,Buy,Filled,20,20,@35.80,35.80,DAY,09/23/2020 12:38:22 EDT,09/23/2020 12:38:23 EDT
Snap,SNAP,Sell,Filled,10,10,@25.89,25.89,DAY,09/23/2020 10:43:50 EDT,09/23/2020 10:43:51 EDT
Workhorse Group,WKHS,Buy,Filled,5,5,@24.80,24.80,DAY,09/23/2020 10:16:25 EDT,09/23/2020 10:17:33 EDT
Workhorse Group,WKHS,Buy,Cancelled,0,5,@24.70,,DAY,09/23/2020 10:15:00 EDT,
Limelight,LLNW,Sell,Filled,120,120,@6.08,6.08,DAY,09/23/2020 10:07:57 EDT,09/23/2020 10:12:34 EDT
Arcimoto,FUV,Sell,Cancelled,2,47,@6.73,6.73,DAY,09/22/2020 18:51:19 EDT,09/22/2020 18:51:20 EDT
Genasys Inc.,GNSS,Sell,Cancelled,0,20,4.99,,GTC,09/22/2020 12:11:06 EDT,
Genasys Inc.,GNSS,Sell,Cancelled,0,20,@6.09,,GTC,09/22/2020 12:11:06 EDT,
Genasys Inc.,GNSS,Buy,Filled,20,20,@5.54,5.54,DAY,09/22/2020 11:59:53 EDT,09/22/2020 12:10:03 EDT
Mohawk Group Holdings Inc,MWK,Buy,Cancelled,0,25,@7.55,,DAY,09/22/2020 11:37:41 EDT,
YOUDAO  INC.,DAO,Buy,Filled,15,15,@26.00,26.00,DAY,09/21/2020 12:50:19 EDT,09/21/2020 12:50:20 EDT
DAVE BUSTERS ENT,PLAY,Sell,Cancelled,0,5,13.00,,GTC,09/21/2020 12:29:46 EDT,
DAVE BUSTERS ENT,PLAY,Sell,Cancelled,0,5,@22.00,,GTC,09/21/2020 12:29:46 EDT,
DAVE BUSTERS ENT,PLAY,Buy,Filled,5,5,@15.83,15.83,DAY,09/21/2020 12:29:06 EDT,09/21/2020 12:29:07 EDT
Workhorse Group,WKHS,Sell,Filled,15,15,@28.60,28.60,DAY,09/21/2020 10:41:53 EDT,09/21/2020 10:45:32 EDT
Cutera,CUTR,Sell,Filled,15,15,@19.38,19.38,DAY,09/21/2020 09:39:43 EDT,09/21/2020 09:41:22 EDT
AdaptHealth Corp,AHCO,Sell,Filled,10,10,@20.90,20.90,DAY,09/21/2020 09:37:20 EDT,09/21/2020 09:37:43 EDT
LIQTECH INTERNAT,LIQT,Sell,Filled,40,40,@7.26,7.26,DAY,09/18/2020 13:23:41 EDT,09/18/2020 13:25:39 EDT
Limelight,LLNW,Buy,Filled,10,10,@5.58,5.58,DAY,09/16/2020 11:42:38 EDT,09/16/2020 11:42:39 EDT
iClick,ICLK,Sell,Filled,20,20,@6.95,6.95,GTC,09/16/2020 09:55:00 EDT,09/24/2020 09:34:18 EDT
iClick,ICLK,Sell,Cancelled,0,20,@11.00,,GTC,09/16/2020 09:55:00 EDT,
iClick,ICLK,Buy,Filled,50,50,@7.95,7.95,DAY,09/16/2020 09:52:17 EDT,09/16/2020 09:54:11 EDT
Axonics Modulation Technologies,AXNX,Sell,Filled,10,10,@41.97,41.97,GTC,09/15/2020 11:48:49 EDT,09/15/2020 15:24:06 EDT
Workhorse Group,WKHS,Sell,Filled,15,15,@25.05,25.05,DAY,09/15/2020 09:38:43 EDT,09/15/2020 09:38:44 EDT
LIQTECH INTERNAT,LIQT,Sell,Cancelled,0,40,6.86,,GTC,09/15/2020 09:11:16 EDT,
LIQTECH INTERNAT,LIQT,Sell,Cancelled,0,40,@8.00,,GTC,09/15/2020 09:11:16 EDT,
SunPower,SPWR,Sell,Filled,25,25,@10.14,10.14,GTC,09/15/2020 08:55:45 EDT,09/22/2020 10:41:28 EDT
Westport Fuel,WPRT,Buy,Cancelled,0,50,@1.75,,DAY,09/15/2020 08:43:34 EDT,
Energous,WATT,Buy,Filled,35,35,@3.13,3.13,DAY,09/15/2020 08:36:00 EDT,09/15/2020 09:53:55 EDT
MILESTONE SCIENT,MLSS,Sell,Filled,50,50,@1.80,1.80,GTC,09/15/2020 08:32:09 EDT,09/22/2020 07:00:00 EDT
ACM Rsrch,ACMR,Buy,Filled,3,3,@69.15,69.15,DAY,09/11/2020 09:52:46 EDT,09/11/2020 09:52:47 EDT
ACM Rsrch,ACMR,Sell,Cancelled,0,3,59.00,,GTC,09/11/2020 09:52:46 EDT,
Applied DNA Sciences Inc,APDN,Buy,Filled,30,30,@8.25,8.25,DAY,09/10/2020 11:30:49 EDT,09/10/2020 11:36:24 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,30,30,@7.55,7.55,GTC,09/10/2020 11:30:49 EDT,09/18/2020 13:30:06 EDT
